Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
AAPL,177.53,177.52,100,177.51,300,14959070,2023-05-30T14:12:18Z
AAPL,177.515,,300,177.5,400,14989249,2023-05-30T14:12:19Z
AAPL,177.502,,200,,700,14991540,2023-05-30T14:12:20Z
AAPL,177.52,177.53,500,177.51,400,14993629,2023-05-30T14:12:21Z
AAPL,177.505,177.51,,177.49,300,14996636,2023-05-30T14:12:23Z
AAPL,177.5,,,,400,14997343,
AAPL,177.51,177.52,300,177.5,,14998903,2023-05-30T14:12:24Z
AAPL,,177.53,400,177.51,600,15015268,2023-05-30T14:12:25Z
AAPL,177.535,177.54,,177.52,500,15016345,2023-05-30T14:12:26Z
AAPL,177.53,,200,,600,15017214,2023-05-30T14:12:27Z
AAPL,,,100,177.53,100,15017583,2023-05-30T14:12:28Z
AAPL,177.56,177.56,200,177.54,500,15019628,2023-05-30T14:12:30Z
AAPL,177.54,177.54,500,177.53,100,15026441,
AAPL,177.53,,,177.52,600,15027638,2023-05-30T14:12:31Z
AAPL,177.535,,300,177.53,100,15028620,2023-05-30T14:12:33Z
AAPL,177.53,,600,177.52,400,15030956,2023-05-30T14:12:34Z
AAPL,177.52,177.53,200,177.51,600,15031632,
AAPL,177.51,177.51,600,177.5,100,15032641,2023-05-30T14:12:36Z
AAPL,177.52,177.53,300,177.51,200,15033345,
AAPL,177.505,177.51,200,177.5,500,15034251,2023-05-30T14:12:37Z
AAPL,177.51,177.52,,,800,15035190,2023-05-30T14:12:38Z
AAPL,177.52,177.53,500,177.51,400,15036404,2023-05-30T14:12:39Z
AAPL,177.53,,300,,800,15036715,2023-05-30T14:12:41Z
AAPL,177.52,,400,,700,15037293,
AAPL,,177.52,100,,600,15038260,2023-05-30T14:12:42Z
AAPL,177.5212,177.53,500,177.52,100,15038847,2023-05-30T14:12:43Z
AAPL,177.48,177.49,700,177.47,200,15048394,2023-05-30T14:12:44Z
