Symbol,Open,High,Low,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
AAPL,177.325,179.35001,176.75999,177.22,177.22,500,177.18,200,93194154,2023-05-31T20:03:57Z
AAPL,177.325,179.35001,176.75999,177.22,177.22,400,177.18,200,93194267,2023-05-31T20:04:08Z
AAPL,177.325,179.35001,176.75999,177.25,177.22,400,177.19,100,93208719,2023-05-31T20:04:15Z
AAPL,177.325,179.35001,176.75999,177.23,177.25,300,177.18,200,93213781,2023-05-31T20:04:26Z
AAPL,177.325,179.35001,176.75999,177.25,177.24,100,177.19,100,93244759,2023-05-31T20:04:38Z
AAPL,177.325,179.35001,176.75999,177.23,177.23,1100,177.2,300,93246007,2023-05-31T20:04:48Z
AAPL,177.325,179.35001,176.75999,177.2,177.23,1100,177.19,100,93253629,2023-05-31T20:04:57Z
AAPL,177.325,179.35001,176.75999,177.25,177.23,300,177.19,100,93340756,2023-05-31T20:05:08Z
AAPL,177.325,179.35001,176.75999,177.25,177.3,100,177.28,100,93350763,2023-05-31T20:05:18Z
AAPL,177.325,179.35001,176.75999,177.29,177.3,200,177.23,200,93438071,2023-05-31T20:05:28Z
AAPL,177.325,179.35001,176.75999,177.3,177.3,100,177.3,500,93653436,2023-05-31T20:05:38Z
AAPL,177.325,179.35001,176.75999,177.25,177.29,500,177.25,2000,93909141,2023-05-31T20:05:48Z
AAPL,177.325,179.35001,176.75999,177.25,177.27,100,177.25,1300,94258890,2023-05-31T20:05:58Z
AAPL,177.325,179.35001,176.75999,177.22,177.22,3100,177.19,300,94278082,2023-05-31T20:06:07Z
AAPL,177.325,179.35001,176.75999,177.25,177.27,100,177.23,100,95022787,2023-05-31T20:06:15Z
AAPL,177.325,179.35001,176.75999,177.26,177.3,100,177.26,200,95023972,2023-05-31T20:06:28Z
AAPL,177.325,179.35001,176.75999,177.21,177.21,200,177.13,500,95028489,2023-05-31T20:06:38Z
AAPL,177.325,179.35001,176.75999,177.21,177.21,200,177.16,100,95028491,2023-05-31T20:06:38Z
AAPL,177.325,179.35001,176.75999,177.21,177.22,3000,177.17,100,95029368,2023-05-31T20:06:58Z
